citation_id,title,authors,year,doi,decision,reasoning,model,screened_at,pdf_error
242,Cutting edge: chronic inflammatory liver disease in mice expressing a CD28-specific ligand.,,,10.4049/jimmunol.1202621,include,"1. **Study Type**: This is an original research article describing the generation and characterization of a transgenic mouse model. It is not a review, editorial, commentary, or letter without original data.

2. **Checkpoint Receptor Involvement**: The study directly examines CTLA-4, which is one of the checkpoint receptors specified in the inclusion criteria. The αCD28 scFv mice were created to selectively engage CD28 while preventing CTLA-4 engagement (mice are on a B7-1, B7-2 double-deficient background, eliminating the shared ligands for both CD28 and CTLA-4).

3. **Autoimmune Hepatitis Model**: The transgenic mice spontaneously develop chronic inflammatory liver disease with features resembling autoimmune hepatitis (AIH), including:
   - Elevated serum aminotransferases (ALT and AST) with normal alkaline phosphatase and bilirubin
   - Periportal lymphocytic inflammation
   - Focal necrosis
   - Oval cell hyperplasia
   - Fibrosis
   - The authors explicitly state these pathologies ""most closely resemble those seen in AIH""

4. **Expression and Function**: The study examines the role of CD28 costimulation and the absence of CTLA-4 inhibition in the development of liver disease, characterizing both expression patterns and functional consequences.

5. **Animal Model**: This is an animal model study (transgenic mice), which meets the inclusion criteria for animal studies of AIH.

6. **Original Data**: The article presents extensive original data including histology, immunohistochemistry, flow cytometry, liver enzyme measurements, and functional T cell analyses.

7. **Exclusion Criteria Check**:
   - Not a conference abstract
   - Not a review/editorial/commentary
   - Not a case report
   - Not about checkpoint inhibitor drug-induced liver injury (ICI-DILI) - this is about genetic manipulation affecting checkpoint pathways
   - Not exclusively about PBC or PSC

8. **Language**: Published in English (Journal of Immunology)",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:48:34.779038,
198,Cytotoxic T lymphocyte antigen-4 (CTLA-4) gene polymorphisms and susceptibility to type 1 autoimmune hepatitis.,,,10.1002/hep.510310110,uncertain,PDF not available for full-text screening,anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:48:34.783083,PDF not found
174,Cytotoxic T lymphocyte antigen-4 +49A/G polymorphism does not affect susceptibility to autoimmune hepatitis.,,,10.1111/liv.12157,include,"This article is being evaluated against the systematic review's inclusion and exclusion criteria.

**Checking Inclusion Criteria:**

1. **Original research articles (human or animal studies)** - YES. This is an original research article studying a human population (672 AIH patients and 500 controls from the Netherlands).

2. **Studies examining expression, function, or genetic variants of BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, or CD200R** - YES. The study specifically examines a genetic variant (the +49A/G polymorphism) in the CTLA-4 gene.

3. **Studies in patients with autoimmune hepatitis or animal models of AIH** - YES. The study includes 672 AIH patients diagnosed according to International AIH Group criteria.

4. **Studies comparing AIH to healthy controls or other liver disease controls** - YES. The study compares AIH patients to 500 healthy controls from the 'Genome of the Netherlands' project cohort.

5. **Published in English** - YES. The article is published in English in Liver International.

**Checking Exclusion Criteria:**

1. **Conference abstracts without full text** - NO. This is a full-text article published in a peer-reviewed journal.

2. **Review articles, editorials, commentaries, letters without original data** - NO. This is an original research article with primary data.

3. **Case reports with fewer than 3 patients** - NO. This is a large cohort study with 672 patients.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)** - NO. This study examines genetic susceptibility to naturally occurring AIH, not drug-induced liver injury.

5. **Studies on primary biliary cholangitis or primary sclerosing cholangitis without AIH comparison** - NO. This study focuses exclusively on AIH patients.

The article meets ALL inclusion criteria and does NOT meet any exclusion criteria. It is a well-powered original research study examining CTLA-4 genetic polymorphisms in a large, well-defined cohort of AIH patients compared to healthy controls, which is directly relevant to the review's objective.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:48:48.285160,
245,Cytotoxic T lymphocyte antigen-4 gene polymorphisms and susceptibility to type 1 autoimmune hepatitis in the Tunisian population.,,,10.1016/j.gendis.2017.12.006,include,"This article is being evaluated against the systematic review protocol on inhibitory checkpoint receptors in autoimmune hepatitis (AIH).

**Checking Inclusion Criteria:**

1. **Original research article** - YES. This is a full-length original research article published in Genes & Diseases (2018).

2. **Studies examining expression, function, or genetic variants of checkpoint receptors** - YES. The study examines genetic variants (polymorphisms) of CTLA-4, which is one of the checkpoint receptors specifically listed in the inclusion criteria (CTLA-4).

3. **Studies in patients with AIH or animal models** - YES. The study includes 50 patients with definite autoimmune hepatitis (Type 1 AIH in 96%, Type 2 in 4%) from Tunisia.

4. **Studies comparing AIH to healthy controls or other liver disease controls** - YES. The study compares 50 AIH patients to 100 healthy controls matched for gender and age.

5. **Published in English** - YES. The article is published in English.

**Checking Exclusion Criteria:**

1. **Conference abstract without full text** - NO. This is a full-length article.

2. **Review article, editorial, commentary, letter without original data** - NO. This is an original research article with original data.

3. **Case reports with fewer than 3 patients** - NO. This study includes 50 patients.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)** - NO. This study is about genetic polymorphisms in AIH, not drug-induced liver injury.

5. **Studies on PBC or PSC without AIH comparison** - NO. While the article mentions some AMA-M2 positive patients (22%), the main focus is on AIH patients.

**Summary:**
The article examines three CTLA-4 gene polymorphisms (+49A>G, CT60 G>A, and -318C>T) in 50 Tunisian AIH patients compared to 100 healthy controls. It reports that the GG genotype at position +49 is significantly associated with AIH susceptibility. This directly addresses the review's objective regarding genetic associations of checkpoint receptors in AIH pathogenesis.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:49:03.966313,
206,Cytotoxic T lymphocyte antigen-4 gene polymorphisms do not confer susceptibility to autoimmune hepatitis types 1 and 2 in Brazil.,,,10.1111/j.1572-0241.2003.07525.x,uncertain,PDF not available for full-text screening,anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:49:03.969242,PDF not found
227,Cytotoxic T lymphocyte associated antigen-4 gene polymorphisms confer susceptibility to primary biliary cirrhosis and autoimmune hepatitis in Chinese  population.,,,10.3748/wjg.v10.i20.3056,include,"1. **Study Type**: This is an original research article that examines genetic polymorphisms in human patients, meeting inclusion criterion #1.

2. **Checkpoint Receptor**: The study examines CTLA-4 (Cytotoxic T Lymphocyte Associated Antigen-4), which is specifically listed in the inclusion criteria as one of the inhibitory checkpoint receptors of interest.

3. **Disease Population**: The study includes:
   - 62 patients with autoimmune hepatitis (AIH) - meeting inclusion criterion #3
   - 77 patients with primary biliary cirrhosis (PBC)
   - 160 healthy controls - meeting inclusion criterion #4

4. **Study Focus**: The research examines:
   - Genetic variants of CTLA-4 (promoter -318 and exon 1 +49 polymorphisms) - meeting inclusion criterion #2
   - Association between these polymorphisms and susceptibility to AIH and PBC
   - Comparison between patients and healthy controls - meeting inclusion criterion #4

5. **Language**: The article is published in English - meeting inclusion criterion #5.

6. **Exclusion Criteria Check**:
   - This is a full-text original research article (not an abstract, review, editorial, or commentary)
   - It involves more than 3 patients (62 AIH patients)
   - While it includes PBC patients, it also directly examines AIH patients and makes comparisons between disease groups and controls
   - It is not exclusively about checkpoint inhibitor drug-induced liver injury

7. **Relevance**: The study directly addresses genetic associations of CTLA-4 in AIH pathogenesis, which aligns with the review's objective to examine genetic associations of checkpoint receptors in AIH.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:49:14.814614,
161,Deficiency of forkhead box P3 and cytotoxic T-lymphocyte-associated antigen-4 gene expressions and impaired suppressor function of CD4(+)CD25(+) T cells in  patients with autoimmune hepatitis.,,,10.1111/j.1872-034X.2008.00349.x,include,"This article is being evaluated for a systematic review on whether inhibitory checkpoint receptors (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R) and their ligands are involved in the pathogenesis of autoimmune hepatitis (AIH).

**Evaluation against inclusion criteria:**

1. **Original research article** - Yes, this is an original research article published in Hepatology Research (2008).

2. **Studies examining expression, function, or genetic variants of checkpoint molecules** - Yes, this study examines CTLA-4, which is one of the checkpoint molecules listed in the inclusion criteria. The study investigates:
   - Expression of CTLA-4 mRNA in CD4+CD25+ T regulatory cells
   - Functional analysis of T regulatory cells expressing CTLA-4
   - Also examines Foxp3, GITR, and CD28

3. **Studies in patients with autoimmune hepatitis or animal models** - Yes, the study includes 15 patients with type 1 autoimmune hepatitis compared with 9 healthy controls.

4. **Studies comparing AIH to healthy controls or other liver disease controls** - Yes, AIH patients are compared to healthy controls.

5. **Published in English** - Yes, the article is in English.

**Evaluation against exclusion criteria:**

1. **Conference abstract without full text** - No, this is a full-text article.

2. **Review articles, editorials, commentaries, letters without original data** - No, this is an original research article.

3. **Case reports with fewer than 3 patients** - No, this study includes 15 AIH patients.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)** - No, this study examines autoimmune hepatitis, not drug-induced liver injury.

5. **Studies on primary biliary cholangitis or primary sclerosing cholangitis without AIH comparison** - No, this study focuses specifically on autoimmune hepatitis type 1.

**Conclusion:**
This article clearly meets all inclusion criteria and does not meet any exclusion criteria. It is an original research study examining CTLA-4 expression and function in CD4+CD25+ regulatory T cells in patients with autoimmune hepatitis compared to healthy controls.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:49:28.484826,
233,Development of autoimmune hepatitis-like disease and production of autoantibodies to nuclear antigens in mice lacking B and T lymphocyte attenuator.,,,10.1002/art.23674,include,"I need to evaluate this article against the systematic review's inclusion and exclusion criteria.

**Article Overview:**
This article investigates the role of BTLA (B and T lymphocyte attenuator) in immune homeostasis and autoimmunity using BTLA-deficient (BTLA−/−) mice. The study examined immunological parameters, autoantibody production, and histopathological changes in these mice.

**Evaluation Against Inclusion Criteria:**

1. **Original research article:** ✓ YES - This is an original research study with experimental data
2. **Studies examining expression, function, or genetic variants of checkpoint receptors:** ✓ YES - The study examines BTLA, which is one of the checkpoint receptors listed in the inclusion criteria
3. **Studies in patients with AIH or animal models of AIH:** ✓ YES - The study reports spontaneous development of autoimmune hepatitis-like disease in BTLA−/− mice. The title explicitly mentions ""autoimmune hepatitis-like disease"" and the results show:
   - Interface hepatitis and spotty necrosis
   - Elevated transaminases (AST, ALT)
   - Mononuclear cell infiltration in liver
   - Hyper-γ-globulinemia
   - Autoantibodies to nuclear antigens
   These features are characteristic of AIH
4. **Studies comparing AIH to healthy controls or other disease controls:** ✓ YES - The study compares BTLA−/− mice (developing AIH-like disease) to wild-type littermate controls
5. **Published in English:** ✓ YES - The article is in English

**Evaluation Against Exclusion Criteria:**

1. **Conference abstracts without full text:** ✗ NO - This is a full-text article
2. **Review articles, editorials, commentaries, letters without original data:** ✗ NO - This is an original research article with extensive experimental data
3. **Case reports with fewer than 3 patients:** ✗ NO - This is an animal study, not a case report
4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury:** ✗ NO - This study examines spontaneous AIH-like disease in knockout mice, not drug-induced liver injury
5. **Studies on PBC or PSC without AIH comparison:** ✗ NO - This study focuses on AIH-like disease, not PBC or PSC

**Key Findings Relevant to the Review:**
- BTLA deficiency leads to spontaneous development of AIH-like disease
- The disease is characterized by histological features consistent with human AIH
- Activated CD4+ T cells and NK T cells accumulate in the liver
- The study demonstrates the functional role of BTLA in preventing autoimmune hepatitis",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:49:48.173712,
306,Diagnostic value of soluble programmed cell death protein-1 in type-1 autoimmune hepatitis in Egyptian children.,,,10.1080/00365513.2019.1695283,include,"This article is being evaluated against the systematic review protocol on inhibitory checkpoint receptors in autoimmune hepatitis.

**Checking Inclusion Criteria:**

1. **Original research article** - YES. This is an original cross-sectional case-controlled study with primary data collection.

2. **Studies examining expression, function, or genetic variants of checkpoint receptors** - YES. The study examines soluble PD-1 (PDCD1/PD1), which is one of the checkpoint receptors listed in the inclusion criteria.

3. **Studies in patients with autoimmune hepatitis or animal models** - YES. The study includes 30 children with type-1 autoimmune hepatitis.

4. **Studies comparing AIH to healthy controls or other liver disease controls** - YES. The study includes three groups: AIH patients (n=30), other chronic liver diseases (n=30), and healthy controls (n=20).

5. **Published in English** - YES. The article is published in English in the Scandinavian Journal of Clinical and Laboratory Investigation.

**Checking Exclusion Criteria:**

1. **Conference abstracts without full text** - NO. This is a full-text article.

2. **Review articles, editorials, commentaries, letters without original data** - NO. This is an original research article.

3. **Case reports with fewer than 3 patients** - NO. This study has 30 AIH patients.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury** - NO. This study focuses on naturally occurring AIH, not drug-induced liver injury.

5. **Studies on PBC or PSC without AIH comparison** - NO. The study focuses on AIH.

The article meets all inclusion criteria and does not meet any exclusion criteria. It provides valuable data on soluble PD-1 levels in pediatric AIH patients, correlations with disease activity, and diagnostic value.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:50:01.452487,
188,Dysregulated generation of follicular helper T cells in the spleen triggers fatal autoimmune hepatitis in mice.,,,10.1053/j.gastro.2011.01.002,include,"This article is a study examining the mechanisms underlying the development of autoimmune hepatitis in a mouse model. I need to evaluate it against the inclusion and exclusion criteria:

**Checking Inclusion Criteria:**

1. **Original research article**: YES - This is clearly an original research study with extensive experimental data, methods, and results sections.

2. **Studies examining expression, function, or genetic variants of checkpoint receptors**: YES - The study extensively examines PD-1 (programmed cell death 1), which is one of the specified checkpoint receptors in the protocol. The study uses PD-1 knockout mice and examines PD-1 ligands (PD-L1 and PD-L2).

3. **Studies in AIH patients or animal models**: YES - This uses a mouse model of spontaneous autoimmune hepatitis (NTx-PD-1−/− mice).

4. **Comparison to controls**: YES - The study compares PD-1−/− mice with and without neonatal thymectomy (NTx), wild-type controls, etc.

5. **Published in English**: YES

**Checking Exclusion Criteria:**

1. **Conference abstract without full text**: NO - This is a full-length article in Gastroenterology
2. **Review article, editorial, commentary**: NO - This is original research
3. **Case report with <3 patients**: NO - This is an animal study
4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)**: NO - This is about spontaneous AIH in a mouse model, not drug-induced injury
5. **Studies on PBC or PSC without AIH comparison**: NO - This is specifically about AIH

**Relevance to Review Question:**

The study specifically examines the role of PD-1 (one of the specified checkpoint receptors) in the pathogenesis of autoimmune hepatitis. It investigates:
- The functional role of PD-1 signaling in AIH development
- Expression patterns of PD-L1 and PD-L2 in the liver
- How loss of PD-1-mediated signaling contributes to AIH pathogenesis
- The mechanism by which PD-1 deficiency leads to dysregulated T cell responses

This directly addresses the protocol's objective to understand whether inhibitory checkpoint receptors are involved in AIH pathogenesis.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:50:23.217488,
307,"Expression of PD-1, PD-L1, and PD-L2 in the liver in autoimmune liver diseases.",,,10.1111/j.1572-0241.2006.00948.x,include,"**Step 1: Verify this is a full-text original research article**
This is a full-text original research article published in the American Journal of Gastroenterology in 2007. It presents original data from human studies examining PD-1, PD-L1, and PD-L2 expression in liver tissues.

**Step 2: Check inclusion criteria**

1. **Original research article**: ✓ Yes - This is an original research study with novel data
2. **Examines PD-1, PD-L1, or PD-L2**: ✓ Yes - The study specifically examines all three molecules (PD-1, PD-L1, and PD-L2)
3. **Studies in AIH patients or animal models**: ✓ Yes - The study includes 8 patients with autoimmune hepatitis (AIH)
4. **Compares AIH to controls**: ✓ Yes - Compares AIH patients to chronic hepatitis C (CHC) patients and normal controls
5. **Published in English**: ✓ Yes

**Step 3: Check exclusion criteria**

1. **Conference abstract without full text**: ✗ No - This is a full-text article
2. **Review article/editorial/commentary**: ✗ No - This is original research
3. **Case report <3 patients**: ✗ No - Includes 8 AIH patients
4. **Exclusively on checkpoint inhibitor drug-induced liver injury**: ✗ No - Studies endogenous AIH, not drug-induced
5. **PBC or PSC without AIH comparison**: ✗ No - While PBC is included, AIH is a primary focus

**Step 4: Evaluate relevance to review objectives**

This study directly addresses the review's objectives by:
- Examining expression patterns of PD-1, PD-L1, and PD-L2 in AIH liver tissue
- Comparing expression between AIH, PBC, and CHC
- Using immunohistochemistry and real-time PCR methods
- Examining functional roles and regulation by cytokines (IFN-γ)
- Including treatment-naïve patients (no prior immunosuppression)

**Step 5: Assessment of study quality and relevance**

The study provides valuable data on checkpoint receptor expression in AIH, finding that PD-L2 expression relative to PD-L1 was lower in AIH compared to CHC, and that PD-L2 induction by IFN-γ was impaired in AIH. This directly relates to understanding the pathogenesis of AIH through checkpoint receptor dysregulation.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:50:39.854276,
317,Expression of programmed death 1 and its ligands in the liver of autoimmune hepatitis C57BL/6 mice.,,,,uncertain,PDF not available for full-text screening,anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:50:39.857123,PDF not found
178,Fatal autoimmune hepatitis induced by concurrent loss of naturally arising regulatory T cells and PD-1-mediated signaling.,,,10.1053/j.gastro.2008.06.042,include,"This article requires careful evaluation against the inclusion and exclusion criteria:

**Checking Inclusion Criteria:**

1. **Original research article**: YES - This is an original research article published in Gastroenterology, describing experimental studies in mice.

2. **Studies examining checkpoint receptors**: YES - The study examines PD-1 (programmed cell death 1), which is one of the checkpoint receptors listed in the inclusion criteria.

3. **Studies in AIH patients or animal models**: YES - This study uses an animal model. The authors created NTx-PD-1−/− mice (neonatally thymectomized PD-1-deficient mice) that developed fatal autoimmune hepatitis.

4. **Comparison to controls**: YES - The study compares NTx-PD-1−/− mice to various controls including BALB/c mice, PD-1-deficient mice without thymectomy, and BALB/c-NTx mice.

5. **Published in English**: YES - The article is in English.

**Checking Exclusion Criteria:**

1. **Conference abstract**: NO - This is a full-text article.

2. **Review article/editorial/commentary**: NO - This is original research.

3. **Case report with fewer than 3 patients**: NO - This is an animal study, not a case report.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury**: NO - This study examines spontaneous autoimmune hepatitis in genetically modified mice, not drug-induced liver injury.

5. **Studies on PBC or PSC without AIH comparison**: NO - This study is specifically about autoimmune hepatitis.

**Key Findings:**
- The study demonstrates that concurrent loss of regulatory T cells (via neonatal thymectomy) and PD-1-mediated signaling leads to fatal autoimmune hepatitis
- The model shows characteristic features of AIH including ANA production, CD4+ and CD8+ T cell infiltration, and massive lobular necrosis
- The article explicitly states this is ""the first mouse model of spontaneous fatal AIH""

This article directly addresses the research question about PD-1's involvement in AIH pathogenesis using an animal model.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:51:03.998841,
293,"Genetic effects on susceptibility, clinical expression, and treatment outcome of type 1 autoimmune hepatitis.",,,10.1016/s1089-3261(02)00023-5,uncertain,PDF not available for full-text screening,anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:51:04.004221,PDF not found
287,Genetic susceptibilities for immune expression and liver cell injury in autoimmune hepatitis.,,,10.1034/j.1600-0528.2002.017401.x,uncertain,PDF not available for full-text screening,anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:51:04.005231,PDF not found
236,Genetic susceptibility to autoimmune liver disease.,,,10.4254/wjh.v3.i1.1,exclude,"This article requires careful evaluation against the inclusion and exclusion criteria:

**Article Type Assessment:**
- This is clearly identified as an ""EDITORIAL"" on page 1
- While it discusses genetic susceptibility and mentions CTLA-4, it is an editorial/commentary piece rather than an original research article

**Content Analysis:**
- The article discusses genetic susceptibility to autoimmune liver diseases including AIH, PSC, and PBC
- It specifically discusses CTLA-4 (one of the checkpoint receptors of interest)
- It mentions the author's own mouse model work with Novosphingobium infection
- However, this editorial primarily synthesizes and discusses existing literature rather than presenting new original data

**Evaluation Against Inclusion Criteria:**
1. **Original research articles** - FAILS: This is explicitly labeled as an editorial
2. Studies examining CTLA-4 - Discusses CTLA-4 but not as original research
3. Studies in AIH patients or animal models - Discusses models but presents no new data
4. Comparison studies - No original comparisons presented
5. Published in English - PASSES

**Evaluation Against Exclusion Criteria:**
- **Review articles, editorials, commentaries** - MEETS EXCLUSION: This is explicitly labeled as an ""EDITORIAL""
- The article synthesizes existing knowledge and provides commentary rather than presenting original experimental data

The article does reference the author's previous work (reference 15: Mattner et al. 2008) which appears to be original research, but this current document is an editorial discussing that and other work.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:51:17.713402,
275,Genetics in autoimmune hepatitis.,,,10.1055/s-2002-35705,exclude,"**Step 1: Identify article type**
This is a review article, as indicated by the title ""Genetics in autoimmune hepatitis"" and the abstract stating ""Current hypotheses suggest..."" The article provides a comprehensive overview of genetic studies in autoimmune hepatitis rather than presenting new original research data.

**Step 2: Check against exclusion criteria**
- This article meets **Exclusion Criterion #2**: ""Review articles, editorials, commentaries, letters without original data""
- The article does not present new original data but rather reviews and discusses existing literature on genetics in autoimmune hepatitis
- The abstract describes it as a review of current hypotheses and models
- The content consists of reviewing and interpreting multiple prior studies

**Step 3: Check for checkpoint receptor relevance**
The article does mention **CTLA4** (CTLA-4), which is one of the checkpoint receptors listed in the inclusion criteria. However, this mention occurs within the context of reviewing existing literature rather than presenting original research on this checkpoint receptor.

**Step 4: Verify content structure**
The article structure confirms it is a review:
- Discusses ""basic principles"" 
- Reviews ""current literature""
- Presents multiple models and hypotheses from other studies
- Includes sections like ""Conclusions and Future Directions""
- Heavy focus on discussing and synthesizing findings from many cited studies

**Step 5: Final determination**
Despite containing relevant information about CTLA-4 (a checkpoint receptor in the inclusion criteria) and autoimmune hepatitis, this is clearly a review article without original data, which explicitly meets an exclusion criterion.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:51:32.444799,
269,Genome-wide meta-analysis identifies susceptibility loci for autoimmune hepatitis type 1.,,,10.1002/hep.32417,include,"This article requires careful evaluation against the review protocol's inclusion and exclusion criteria.

**Checking Inclusion Criteria:**

1. **Original research article** - YES. This is a genome-wide association study (GWAS) meta-analysis, which is original research.

2. **Studies examining expression, function, or genetic variants of checkpoint receptors** - YES, but only partially. The study examines CTLA-4 (one of the checkpoint receptors listed in the protocol). The article identifies genetic variants at the CD28/CTLA4/ICOS locus (2q33.3) reaching genome-wide significance and includes functional studies showing that a regulatory element at this locus modulates CTLA4 expression.

3. **Studies in patients with AIH or animal models** - YES. The study includes 1,622 patients with autoimmune hepatitis type 1.

4. **Studies comparing AIH to controls** - YES. The study compares AIH patients to 10,466 population controls.

5. **Published in English** - YES.

**Checking Exclusion Criteria:**

1. **Conference abstracts** - NO, this is a full article.
2. **Review articles, editorials** - NO, this is original research.
3. **Case reports with <3 patients** - NO, this has 1,622 patients.
4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury** - NO, this is about genetic susceptibility to AIH.
5. **Studies on PBC or PSC without AIH comparison** - NO, this is specifically about AIH.

**Assessment:**

While this study does meet the basic inclusion criteria (original research on AIH patients examining CTLA-4), it is primarily a GWAS focused on identifying genetic susceptibility loci across the genome. CTLA-4 is only ONE of the identified loci and represents a relatively small portion of the overall study. The majority of the findings concern other genetic loci (HLA, SYNPR, STAT1/STAT4, etc.) that are not checkpoint receptors listed in the protocol.

The protocol specifically seeks studies examining the checkpoint receptors: BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, and CD200R. This study only addresses CTLA-4 among these seven receptors and does not examine the others.

However, the study does provide relevant information about CTLA-4 genetic variants and their functional effects in AIH, which is directly relevant to the review objectives.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:51:53.812359,
149,Glucose Metabolism Reprogramming of Regulatory T Cells in Concanavalin A-Induced Hepatitis.,,,10.3389/fphar.2021.726128,include,"This article requires careful evaluation against the systematic review's inclusion and exclusion criteria.

**Checking Inclusion Criteria:**

1. **Original research article**: ✓ YES - This is clearly an original research article published in Frontiers in Pharmacology (2021)

2. **Studies examining checkpoint receptors (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, or CD200R)**: ✓ YES - The study examines multiple checkpoint receptors:
   - CTLA-4 (mentioned throughout, including mRNA expression analysis in Figure 3C)
   - TIGIT (mentioned in abstract and Figure 3C)
   - CD39 and CD73 (Figure 3D)

3. **Studies in AIH patients or animal models**: ✓ YES - The study includes:
   - Human AIH patients (n=30 newly diagnosed, plus patients under treatment)
   - Con A-induced hepatitis mouse model (experimental AIH/EAH model)

4. **Comparing AIH to healthy controls or other disease controls**: ✓ YES - Compares AIH patients to healthy controls (HCs) and EAH model mice to normal controls (NCs)

5. **Published in English**: ✓ YES

**Checking Exclusion Criteria:**

1. **Conference abstract without full text**: ✗ NO - This is a full-text article
2. **Review article, editorial, commentary, letter without original data**: ✗ NO - This is original research
3. **Case report with fewer than 3 patients**: ✗ NO - This is not a case report; it includes 30 newly diagnosed patients plus additional treatment groups
4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)**: ✗ NO - This is about autoimmune hepatitis, not drug-induced liver injury
5. **Studies on PBC or PSC without AIH comparison**: ✗ NO - This study focuses on AIH

**Key Findings Relevant to Review:**
- The study examines CTLA-4, TIGIT, CD39, and CD73 expression in Tregs
- Shows downregulated mRNA levels of CTLA-4, TIGIT, CD39, and CD73 in EAH model-derived Tregs
- Demonstrates functional impairment of Tregs associated with checkpoint receptor expression
- Primary focus is on glucose metabolism reprogramming, but includes checkpoint receptor data

The article clearly meets all inclusion criteria and does not meet any exclusion criteria. While the main focus is on glucose metabolism of Tregs rather than checkpoint receptors per se, it does examine the expression and function of multiple checkpoint receptors (CTLA-4, TIGIT) that are specifically listed in the review protocol.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:52:16.453656,
319,HLA alleles predisposing to autoimmunity are linked to impaired immunoregulation in patients with juvenile autoimmune liver disease and in their first-degree  relatives.,,,10.1016/j.jaut.2025.103436,include,"Let me systematically evaluate this article against the inclusion and exclusion criteria:

**Study Population:**
- The study involves 82 patients with juvenile autoimmune liver disease (JAILD), including both autoimmune hepatitis (AIH) and autoimmune sclerosing cholangitis (ASC)
- Also includes 72 first-degree relatives (FDRs) and 50 healthy controls
- This meets inclusion criterion #3 (studies in patients with AIH or animal models)

**Research Type:**
- This is an original research article with primary data collection
- Cross-sectional human study using flow cytometry, functional assays, ELISA, and HLA typing
- Meets inclusion criterion #1 (original research article)

**Checkpoint Receptors:**
- The article examines PD-1 (programmed cell death-1), which IS one of the specified checkpoint receptors in the inclusion criteria
- The study measures:
  - PD-1 expression on CD4+ and CD8+ T cells (membrane-bound)
  - Soluble PD-1 (sPD-1) in plasma
  - Correlations between sPD-1 and inflammatory cytokines
- This meets inclusion criterion #2 (studies examining expression, function, or genetic variants of the specified checkpoint receptors, including PD-1)

**Comparison Groups:**
- The study compares AIH patients to healthy controls and also includes first-degree relatives
- Meets inclusion criterion #4

**Language:**
- Published in English (Journal of Autoimmunity)
- Meets inclusion criterion #5

**Exclusion Criteria Check:**
- NOT a conference abstract - full text article ✓
- NOT a review article, editorial, or commentary - this is original research ✓
- NOT a case report with <3 patients - this has 82 patients ✓
- NOT exclusively on checkpoint inhibitor drug-induced liver injury ✓
- NOT exclusively on PBC or PSC - this is on AIH/ASC ✓

**Relevant Findings:**
The article reports that PD-1 expression is reduced on CD4+ and CD8+ T cells in JAILD patients, soluble PD-1 levels are elevated in plasma, and these findings correlate with inflammatory status. This directly addresses the expression and functional role of PD-1 in autoimmune hepatitis pathogenesis.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:52:40.699530,
