citation_id,title,authors,year,doi,decision,reasoning,model,screened_at
308,Checkpoint Blockade Toxicity and Immune Homeostasis in the Gastrointestinal Tract.,,,10.3389/fimmu.2017.01547,exclude,"1. **Article Type Assessment**: The title suggests this could be a review article about checkpoint blockade toxicity and immune homeostasis in the GI tract. Without an abstract or additional information, I cannot definitively determine if this contains original research data.

2. **Topic Relevance**:
   - The article discusses ""checkpoint blockade toxicity"" which relates to checkpoint inhibitors
   - However, the inclusion criteria specifically focus on the expression, function, or genetic variants of specific checkpoint receptors (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R) in the context of autoimmune hepatitis
   - The exclusion criteria (#4) specifically exclude ""studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)""

3. **Disease Focus**:
   - The title mentions ""gastrointestinal tract"" broadly, not specifically autoimmune hepatitis
   - There is no indication from the title that this study focuses on AIH patients or animal models of AIH
   - The focus appears to be on toxicity from checkpoint blockade therapy rather than the role of checkpoint receptors in autoimmune hepatitis pathogenesis

4. **Checkpoint Inhibitor Drug-Induced Injury**: The title's focus on ""checkpoint blockade toxicity"" strongly suggests this is about adverse effects from checkpoint inhibitor drugs (ICI-DILI), which is explicitly excluded by exclusion criterion #4.

5. **Missing Information**: While the abstract is missing, the title alone provides sufficient information to suggest this article does not meet the inclusion criteria, as it appears to focus on drug-induced toxicity rather than the pathogenesis of autoimmune hepatitis.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:27:33.000254
264,Checkpoint Inhibitors.,,,10.3238/arztebl.2019.0119,exclude,"1. **Assessment of available information**: This citation has minimal information available - only a title ""Checkpoint Inhibitors"" with no authors, year, journal, or abstract provided.

2. **Title analysis**: The title ""Checkpoint Inhibitors"" is extremely generic and could refer to:
   - A review article about checkpoint inhibitors
   - A book chapter
   - An editorial or commentary
   - Original research
   - Studies about checkpoint inhibitor drugs (ICI-DILI)
   - Studies about checkpoint inhibitor molecules/receptors

3. **Checking against exclusion criteria**:
   - Cannot determine if it's a conference abstract, review, editorial, or commentary (Exclusion criteria #1-2)
   - Cannot determine if it relates to ICI-DILI (Exclusion criteria #4)
   - No information about the disease context

4. **Checking against inclusion criteria**:
   - Cannot verify if it's original research (Inclusion criteria #1)
   - Cannot verify if it examines the specific checkpoint receptors listed (Inclusion criteria #2)
   - Cannot verify if it involves AIH patients or models (Inclusion criteria #3)
   - Cannot verify study design (Inclusion criteria #4)
   - Cannot verify language (Inclusion criteria #5)

5. **Applying the high sensitivity approach**: The instructions state that when abstract is missing or insufficient, I should lean towards INCLUDE to avoid missing potentially relevant studies. However, this citation provides virtually no information beyond a very generic title that could apply to thousands of publications.

6. **Risk assessment**: The extremely generic title ""Checkpoint Inhibitors"" without any other identifying information makes it highly unlikely this is a relevant study about checkpoint receptors in AIH pathogenesis. It could easily be about checkpoint inhibitor drugs causing liver injury (which would be excluded).",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:27:44.864878
260,Checkpoint inhibitor hepatotoxicity: pathogenesis and management.,,,10.1097/HEP.0000000000000045,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Assessment of Available Information:**
- Title: ""Checkpoint inhibitor hepatotoxicity: pathogenesis and management""
- No authors, year, journal, or abstract provided
- Very limited information available

**Evaluation Against Exclusion Criteria:**

1. **Conference abstract without full text**: Cannot determine from the information provided

2. **Review articles, editorials, commentaries, letters without original data**: The title suggests this could be a review article given the broad scope (""pathogenesis and management""), but cannot confirm without more information

3. **Case reports with fewer than 3 patients**: Unlikely based on title

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)**: This is a critical concern. The title specifically mentions ""checkpoint inhibitor hepatotoxicity,"" which strongly suggests this is about drug-induced liver injury from checkpoint inhibitor immunotherapy (ICI-DILI), NOT about the role of checkpoint receptors in autoimmune hepatitis pathogenesis. This appears to be about the adverse effects of checkpoint inhibitor drugs used in cancer treatment.

5. **Studies on PBC or PSC without AIH comparison**: Not applicable

**Evaluation Against Inclusion Criteria:**
- The study appears to focus on hepatotoxicity caused by checkpoint inhibitor drugs, which is explicitly excluded (exclusion criterion #4)
- This is fundamentally different from studying whether endogenous checkpoint receptors play a role in AIH pathogenesis

**Key Distinction:**
The review is looking for studies on checkpoint receptors as part of AIH disease mechanisms, NOT studies on liver injury caused by checkpoint inhibitor medications used in cancer therapy.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:27:54.202931
151,Checkpoint inhibitor-induced liver injury: A novel form of liver disease emerging in the era of cancer immunotherapy.,,,10.1053/j.semdp.2019.07.009,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

1. **Title Analysis**: The title explicitly focuses on ""Checkpoint inhibitor-induced liver injury"" which refers to drug-induced liver injury from immune checkpoint inhibitor therapies (ICI-DILI).

2. **Checking Exclusion Criteria**:
   - Exclusion criterion #4 specifically states: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)""
   - The title clearly indicates this is about checkpoint inhibitor-induced liver injury, which is ICI-DILI
   - The title describes this as ""a novel form of liver disease"" in the context of ""cancer immunotherapy,"" further confirming this is about drug-induced injury from checkpoint inhibitor cancer treatments

3. **Checking Inclusion Criteria**:
   - The study does not appear to be about autoimmune hepatitis (AIH) as a primary disease
   - ICI-DILI is a distinct entity from spontaneous autoimmune hepatitis
   - There is no indication this involves AIH patients or animal models of AIH

4. **Abstract Availability**: While the abstract is not available, the title is sufficiently clear and specific to make a determination. The title explicitly identifies the focus as checkpoint inhibitor-induced liver injury in the context of cancer immunotherapy.

5. **Relevance to Review**: The review is focused on the role of checkpoint receptors in the pathogenesis of autoimmune hepatitis, not on liver injury caused by checkpoint inhibitor drugs used in cancer treatment.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:28:02.890679
217,Chronically inflamed livers up-regulate expression of inhibitory B7 family members.,,,10.1002/hep.23173,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Available Information:**
- Title: ""Chronically inflamed livers up-regulate expression of inhibitory B7 family members""
- No abstract available
- No author, year, or journal information provided

**Analysis:**

1. **Relevance to checkpoint receptors:** The title mentions ""inhibitory B7 family members."" The B7 family includes several checkpoint-related molecules, including:
   - B7-1 (CD80) and B7-2 (CD86) - ligands for CTLA-4
   - PD-L1 (B7-H1) and PD-L2 (B7-DC) - ligands for PD-1
   - B7-H3, B7-H4, and other members

   This is directly relevant to the review's focus on checkpoint receptors and their ligands.

2. **Relevance to liver inflammation:** The title specifically mentions ""chronically inflamed livers,"" which could include autoimmune hepatitis as a form of chronic liver inflammation.

3. **Type of study:** The title suggests this is likely an original research article examining expression patterns (uses ""up-regulate expression""), which meets inclusion criterion #1.

4. **Limitations:**
   - No abstract is available to confirm the specific disease studied
   - Cannot confirm if AIH is specifically included
   - Cannot verify if it meets all inclusion criteria
   - Cannot rule out exclusion criteria definitively

5. **High sensitivity approach:** Given the instruction that when abstract is missing or insufficient, I should lean towards INCLUDE to avoid missing potentially relevant studies, and given that:
   - The topic is directly relevant (B7 family/checkpoint molecules)
   - The context is appropriate (chronic liver inflammation)
   - It appears to be original research on expression patterns
   - AIH could plausibly be included in ""chronically inflamed livers""",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:28:13.311778
158,Clinical Features of Liver Injury Induced by Immune Checkpoint Inhibitors in Japanese Patients.,,,10.1155/2019/6391712,exclude,"1. **Study Type Assessment**: The title suggests this is a study examining clinical features, which could be original research. However, without an abstract or additional information, I cannot confirm if this is an original research article, case series, or review.

2. **Topic Relevance**: The title clearly indicates this study is about ""Liver Injury Induced by Immune Checkpoint Inhibitors"" - this is specifically about checkpoint inhibitor drug-induced liver injury (ICI-DILI).

3. **Comparison to Exclusion Criteria**: Exclusion criterion #4 specifically states: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)"" should be excluded. The title explicitly indicates this study focuses on liver injury induced by immune checkpoint inhibitors, which is ICI-DILI.

4. **Comparison to Inclusion Criteria**:
   - The study does not appear to be about autoimmune hepatitis (AIH) patients or animal models of AIH (criterion #3)
   - It does not appear to be examining the pathogenesis of AIH through checkpoint receptors (criterion #2 in context of AIH)
   - Instead, it focuses on adverse drug reactions (liver injury) caused by checkpoint inhibitor therapy

5. **Key Distinction**: This study is about iatrogenic liver injury caused by checkpoint inhibitor drugs (used in cancer treatment), NOT about the role of checkpoint receptors in the pathogenesis of autoimmune hepatitis. These are fundamentally different research questions.

6. **Abstract Availability**: While the abstract is not available, the title is sufficiently clear to make a determination based on the explicit exclusion criterion for ICI-DILI studies.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:28:23.489591
190,Clinical and Pathological Features of Immune Checkpoint Inhibitor-induced Liver Injury in Comparison with Drug-induced Liver Injury and Autoimmune Hepatitis.,,,10.15403/jgld-5045,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Title Analysis:**
The title indicates this study examines ""Immune Checkpoint Inhibitor-induced Liver Injury"" and compares it with both ""Drug-induced Liver Injury"" and ""Autoimmune Hepatitis.""

**Checking Exclusion Criteria:**

1. Conference abstract without full text - Cannot determine from the information provided
2. Review article/editorial/commentary - The title suggests this is an original research article with clinical and pathological features being compared
3. Case report with <3 patients - Unlikely given the comparative nature described in the title
4. **Studies EXCLUSIVELY on checkpoint inhibitor drug-induced liver injury (ICI-DILI)** - This is the critical criterion. The title indicates the study is about ""Immune Checkpoint Inhibitor-induced Liver Injury"" which is ICI-DILI. However, it is NOT exclusively about ICI-DILI because it includes a comparison with autoimmune hepatitis.
5. Studies on PBC/PSC without AIH comparison - Not applicable

**Checking Inclusion Criteria:**

The study appears to:
- Include AIH patients (as a comparison group)
- Likely be an original research article (based on title structure)
- Potentially provide data on checkpoint-related pathology in AIH context

**Key Consideration:**
While the primary focus appears to be on ICI-induced liver injury, the study explicitly compares this condition with autoimmune hepatitis. This comparison could provide valuable information about checkpoint receptor involvement in AIH pathogenesis, expression patterns, or pathological features that distinguish or overlap between ICI-DILI and AIH.

The exclusion criterion #4 specifies ""exclusively"" on ICI-DILI. Since this study includes AIH as a comparison group, it is not exclusively about ICI-DILI.

**Abstract Limitation:**
No abstract is available, which limits my ability to determine the exact nature of the data presented about AIH patients.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:28:35.167309
183,Clinicopathological analysis of hepatic immune-related adverse events in comparison with autoimmune hepatitis and graft-versus host disease.,,,10.1038/s41598-021-88824-1,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Title Analysis:**
The title mentions ""hepatic immune-related adverse events"" which typically refers to checkpoint inhibitor drug-induced liver injury (ICI-DILI). The study appears to be a comparison between:
1. Hepatic immune-related adverse events (irAEs)
2. Autoimmune hepatitis (AIH)
3. Graft-versus-host disease (GVHD)

**Checking Exclusion Criteria:**
- Exclusion criterion #4 specifically states: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)""
- The term ""immune-related adverse events"" in the hepatic context is the standard terminology for ICI-DILI
- This appears to be a comparative study that includes AIH as a comparator group, but the primary focus seems to be on characterizing hepatic irAEs

**Checking Inclusion Criteria:**
- The study does involve AIH patients (as a comparison group)
- Without an abstract, I cannot determine if the study examines the specific checkpoint receptors of interest (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R)
- The study appears to be a clinicopathological analysis, which could potentially include original research data

**Key Consideration:**
The critical question is whether this study is ""exclusively"" on ICI-DILI. The title suggests it's a comparative study that includes AIH, which means it's not exclusively about ICI-DILI. However, the primary focus appears to be characterizing hepatic irAEs (ICI-DILI) using AIH as a comparator, rather than studying AIH pathogenesis itself.

Without the abstract, I cannot determine if this study examines the expression or function of the checkpoint receptors of interest in the AIH patients, which would be necessary for inclusion.

**Decision Rationale:**
Given the instruction to ""lean towards INCLUDE to avoid missing potentially relevant studies"" when information is insufficient, and considering that:
1. The study does involve AIH patients
2. It might contain data on checkpoint receptor expression/function (unknown without abstract)
3. It's not exclusively about ICI-DILI (includes AIH comparison)

However, the primary focus on hepatic irAEs suggests this is likely outside the scope of the review's objective to understand checkpoint receptors in AIH pathogenesis.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:28:48.827769
225,Combination of tumor site-located CTL-associated antigen-4 blockade and systemic regulatory T-cell depletion induces tumor-destructive immune responses.,,,10.1158/0008-5472.CAN-06-4296,exclude,"1. **Study Type Assessment**: The title suggests this is an original research article describing experimental immune responses, which would meet inclusion criterion #1.

2. **Checkpoint Receptor Relevance**: The study explicitly mentions CTLA-4 (CTL-associated antigen-4), which is one of the specific checkpoint receptors listed in the inclusion criteria (#2).

3. **Disease Focus Assessment**: The title clearly indicates this is a tumor/cancer immunology study (""tumor site-located,"" ""tumor-destructive immune responses""). There is no mention of:
   - Autoimmune hepatitis (AIH)
   - Liver disease
   - Autoimmune liver conditions
   - Animal models of AIH

4. **Scope Mismatch**: This appears to be an oncology/cancer immunotherapy study focused on using CTLA-4 blockade and Treg depletion to destroy tumors, not a study of autoimmune hepatitis pathogenesis.

5. **Inclusion Criteria #3 Not Met**: The study does not appear to involve patients with autoimmune hepatitis or animal models of AIH, which is a core requirement.

6. **Abstract Limitation**: While the abstract is not available, the title is sufficiently clear about the study's focus on tumor immunology rather than autoimmune hepatitis.

Despite the general principle of being inclusive when information is limited, the title provides enough information to determine that this study is focused on cancer/tumor immunology rather than autoimmune hepatitis, which is the specific disease focus required by the review protocol.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:28:58.110148
241,Combined Stereotactic Body Radiation Therapy and Immune Checkpoint Inhibition for Liver Metastases: Safety and Outcomes in a Pooled Analysis of 3 Phase 1 Trials.,,,10.1016/j.ijrobp.2024.01.002,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

1. **Study Type**: The title indicates this is a ""pooled analysis of 3 Phase 1 Trials,"" which suggests original research data, meeting inclusion criterion #1.

2. **Topic Relevance**: The study is about ""Combined Stereotactic Body Radiation Therapy and Immune Checkpoint Inhibition for Liver Metastases."" This is clearly about:
   - Cancer treatment (liver metastases)
   - Checkpoint inhibitor drugs as therapeutic intervention
   - Not about autoimmune hepatitis (AIH)

3. **Disease Focus**: The study focuses on liver metastases (cancer), not autoimmune hepatitis. This does not meet inclusion criterion #3, which requires studies in patients with AIH or animal models of AIH.

4. **Checkpoint Receptors**: While the study involves immune checkpoint inhibition, it appears to be about checkpoint inhibitor drugs used for cancer treatment, not about the expression, function, or genetic variants of checkpoint receptors in the context of autoimmune disease pathogenesis (inclusion criterion #2).

5. **Exclusion Criteria**: While this study involves checkpoint inhibitors and liver involvement, it is about cancer treatment with liver metastases, not about autoimmune hepatitis or checkpoint inhibitor-induced liver injury (ICI-DILI).

The fundamental issue is that this study is about cancer immunotherapy for liver metastases, not about autoimmune hepatitis pathogenesis or the role of checkpoint receptors in AIH.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:29:05.964683
294,Comprehensive analysis of immune signatures in primary biliary cholangitis and autoimmune hepatitis.,,,10.1093/jleuko/qiae085,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Assessment of Inclusion Criteria:**
1. Original research articles - The title suggests this could be an original research article (""Comprehensive analysis""), but without an abstract, I cannot confirm this definitively.
2. Studies examining checkpoint receptors - The title mentions ""immune signatures"" which could potentially include checkpoint receptors (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, or CD200R), but this is not explicitly stated.
3. Studies in AIH patients/models - The title explicitly mentions ""autoimmune hepatitis,"" meeting this criterion.
4. Comparison groups - The title mentions both ""primary biliary cholangitis and autoimmune hepatitis,"" suggesting a comparative study.
5. Language - Unknown, but no indication it's not in English.

**Assessment of Exclusion Criteria:**
1. Conference abstract - Cannot determine from the information provided.
2. Review article/editorial - The word ""analysis"" could suggest original research, but could also be a review. Cannot definitively determine.
3. Case report <3 patients - Unlikely given the title suggests ""comprehensive analysis.""
4. Exclusively ICI-DILI - No indication of this; appears to be about primary disease.
5. PBC/PSC without AIH comparison - The title explicitly mentions BOTH PBC AND AIH, so this is a comparative study that includes AIH.

**Key Considerations:**
- The abstract is not available, making it difficult to determine the exact nature of the study
- The title explicitly mentions AIH, which is the disease of interest
- The title mentions ""immune signatures"" which could potentially include checkpoint receptors, though not explicitly stated
- Following the instruction to ""lean towards INCLUDE to avoid missing potentially relevant studies (high sensitivity approach)"" when information is insufficient",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:29:15.684867
257,Corrigendum: PD-1/PD-L1 immune checkpoint therapy demonstrates favorable safety profile in patients with autoimmune and cholestatic liver disease.,,,10.3389/fimmu.2024.1369747,exclude,"1. **Document Type Assessment**: The title indicates this is a ""Corrigendum,"" which is a correction or amendment to a previously published article. Corrigenda typically fall under the exclusion criteria as they are similar to editorials, commentaries, or letters - they are not original research articles themselves.

2. **Content Relevance**: The title suggests the original article was about PD-1/PD-L1 immune checkpoint therapy in patients with autoimmune and cholestatic liver disease, which would include autoimmune hepatitis (AIH). This topic is relevant to the review's focus on checkpoint receptors in AIH.

3. **Checkpoint Receptor Coverage**: PD-1 and PD-L1 are specifically listed in the inclusion criteria as checkpoint receptors of interest.

4. **Exclusion Criteria Consideration**:
   - This appears to be a corrigendum, not an original research article
   - Exclusion criterion #2 states: ""Review articles, editorials, commentaries, letters without original data"" should be excluded
   - A corrigendum is a correction notice and does not contain original data itself

5. **Abstract Availability**: No abstract is available, which limits assessment. However, the title clearly identifies this as a corrigendum.

6. **Clinical Context**: The mention of ""checkpoint inhibitor therapy"" and ""safety profile"" suggests this may relate to checkpoint inhibitor drug-induced liver injury (ICI-DILI), which is explicitly excluded (criterion #4). However, without the full text or abstract, this cannot be confirmed definitively.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:29:25.267177
242,Cutting edge: chronic inflammatory liver disease in mice expressing a CD28-specific ligand.,,,10.4049/jimmunol.1202621,include,"1. **Study Type Assessment**: The title suggests this is an original research article (""Cutting edge"" is a format used by journals like The Journal of Immunology for brief reports of original research). This meets inclusion criterion #1.

2. **Relevant Checkpoint Molecules**: The title mentions ""CD28-specific ligand."" CD28 is a costimulatory receptor, and its ligands include CD80 (B7-1) and CD86 (B7-2). Importantly, CTLA-4 (one of the checkpoint receptors in our inclusion criteria) shares these same ligands with CD28. Studies examining CD28 ligands are relevant because they directly relate to CTLA-4 function and the balance between costimulation and coinhibition. This potentially meets inclusion criterion #2.

3. **Disease Model**: The title explicitly mentions ""chronic inflammatory liver disease in mice,"" indicating this is an animal model study. This could be relevant to AIH pathogenesis (inclusion criterion #3), though the abstract is not available to confirm if this is specifically an AIH model.

4. **Language**: Assuming this is from a major scientific journal (given the ""Cutting edge"" designation), it is likely published in English, meeting inclusion criterion #5.

5. **Limitations**:
   - No abstract is available to confirm the specific details
   - Cannot confirm if this is specifically an AIH model or another form of chronic inflammatory liver disease
   - Cannot verify if CTLA-4 or other checkpoint receptors are actually studied in the paper

6. **High Sensitivity Approach**: Given the instruction to lean towards INCLUDE when information is insufficient, and considering that:
   - This involves CD28 ligands (relevant to CTLA-4 pathway)
   - It's a chronic inflammatory liver disease model
   - It could provide mechanistic insights into checkpoint pathways in liver inflammation",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:29:36.258536
198,Cytotoxic T lymphocyte antigen-4 (CTLA-4) gene polymorphisms and susceptibility to type 1 autoimmune hepatitis.,,,10.1002/hep.510310110,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Checking Inclusion Criteria:**

1. **Original research articles** - The title suggests this is a study examining gene polymorphisms, which typically indicates original research rather than a review. ✓

2. **Studies examining expression, function, or genetic variants of specified checkpoint receptors** - The study explicitly examines CTLA-4 gene polymorphisms, and CTLA-4 is one of the checkpoint receptors listed in the protocol. ✓

3. **Studies in patients with autoimmune hepatitis or animal models** - The title specifically mentions ""type 1 autoimmune hepatitis,"" indicating this is a study in AIH patients. ✓

4. **Studies comparing AIH to healthy controls or other liver disease controls** - While not explicitly stated in the title, genetic polymorphism studies typically involve case-control comparisons to assess susceptibility. Likely ✓

5. **Published in English** - Cannot determine from the information provided, but no indication otherwise.

**Checking Exclusion Criteria:**

1. **Conference abstracts without full text** - No indication this is a conference abstract. Appears to be a full article based on the title format.

2. **Review articles, editorials, commentaries, letters without original data** - The title suggests original research on genetic polymorphisms and susceptibility.

3. **Case reports with fewer than 3 patients** - Genetic polymorphism studies require larger sample sizes, so unlikely to be a small case report.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury** - This is about genetic susceptibility to AIH, not drug-induced liver injury. ✓

5. **Studies on PBC or PSC without AIH comparison** - This is specifically about type 1 AIH. ✓

**Overall Assessment:**
The citation directly addresses the research question by examining genetic variants (polymorphisms) of CTLA-4, one of the key checkpoint receptors of interest, in the context of type 1 autoimmune hepatitis susceptibility. Despite the lack of an abstract, the title provides sufficient information to determine relevance to the review objectives.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:29:46.938797
174,Cytotoxic T lymphocyte antigen-4 +49A/G polymorphism does not affect susceptibility to autoimmune hepatitis.,,,10.1111/liv.12157,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Analyzing the Title:**
- The study examines ""Cytotoxic T lymphocyte antigen-4 +49A/G polymorphism"" - CTLA-4 is explicitly listed as one of the checkpoint receptors of interest in the protocol
- The study focuses on ""autoimmune hepatitis"" - this matches the target condition
- The study appears to examine genetic variants (polymorphism) of CTLA-4 in relation to AIH susceptibility

**Checking Inclusion Criteria:**
1. Original research articles - The title suggests this is an original research study examining a genetic polymorphism
2. Studies examining genetic variants of CTLA-4 - YES, this directly examines a CTLA-4 polymorphism
3. Studies in patients with autoimmune hepatitis - YES, explicitly mentions AIH
4. Studies comparing AIH to controls - The phrase ""does not affect susceptibility"" implies a comparison was made
5. Published in English - Title is in English (likely the full article is too)

**Checking Exclusion Criteria:**
1. Conference abstract without full text - Cannot determine from the information provided
2. Review article/editorial/commentary - The title suggests original research on a specific polymorphism
3. Case report with <3 patients - Unlikely given it's studying genetic susceptibility (typically requires larger samples)
4. Studies exclusively on ICI-DILI - NO, this is about genetic susceptibility to AIH, not drug-induced injury
5. Studies on PBC/PSC without AIH - NO, this is specifically about AIH

**Limitations:**
- No abstract is available, making it difficult to confirm study design and methodology
- Cannot verify if this meets all inclusion criteria definitively

**Decision Rationale:**
Given the high sensitivity approach recommended when information is limited, and that the title clearly indicates this is a study examining CTLA-4 genetic variants in AIH patients (which directly matches the review objectives), this should be included for full-text review.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:29:58.366072
245,Cytotoxic T lymphocyte antigen-4 gene polymorphisms and susceptibility to type 1 autoimmune hepatitis in the Tunisian population.,,,10.1016/j.gendis.2017.12.006,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Analyzing Inclusion Criteria:**

1. **Original research articles**: The title suggests this is an original research study examining gene polymorphisms, which typically involves original data collection and analysis. ✓

2. **Studies examining expression, function, or genetic variants of specified checkpoint receptors**: The study explicitly examines CTLA-4 (Cytotoxic T lymphocyte antigen-4) gene polymorphisms, which is one of the checkpoint receptors listed in the protocol. ✓

3. **Studies in patients with autoimmune hepatitis or animal models**: The title specifically mentions ""type 1 autoimmune hepatitis"" in patients (Tunisian population). ✓

4. **Studies comparing AIH to healthy controls or other liver disease controls**: The title mentions ""susceptibility,"" which typically implies a case-control design comparing AIH patients to controls, though this is not explicitly stated. Likely ✓

5. **Published in English**: Cannot be determined from the title alone, but the title is in English. Likely ✓

**Analyzing Exclusion Criteria:**

1. **Conference abstracts without full text**: Cannot determine from the information provided.

2. **Review articles, editorials, commentaries, letters without original data**: The title structure suggests an original research article on genetic polymorphisms. Unlikely to be excluded.

3. **Case reports with fewer than 3 patients**: A population-based genetic study would involve many more than 3 patients. Not applicable.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury**: This is about genetic susceptibility to AIH, not drug-induced injury. Not applicable.

5. **Studies on PBC or PSC without AIH comparison**: This is specifically about AIH (type 1). Not applicable.

**Overall Assessment:**
The citation clearly meets the core inclusion criteria: it examines CTLA-4 (a specified checkpoint receptor) genetic variants in autoimmune hepatitis patients. While the abstract is not available, the title provides sufficient information to determine relevance. Following the high sensitivity approach recommended for uncertain cases, and given that the title clearly indicates this is directly relevant to the review objectives, this should be included.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:30:09.608840
206,Cytotoxic T lymphocyte antigen-4 gene polymorphisms do not confer susceptibility to autoimmune hepatitis types 1 and 2 in Brazil.,,,10.1111/j.1572-0241.2003.07525.x,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Checking Inclusion Criteria:**

1. **Original research article**: The title suggests this is an original research study examining gene polymorphisms, which typically involves original data collection and analysis. ✓

2. **Studies examining expression, function, or genetic variants of specified checkpoint receptors**: The study explicitly examines CTLA-4 (Cytotoxic T lymphocyte antigen-4) gene polymorphisms, which is one of the checkpoint receptors listed in the protocol. ✓

3. **Studies in patients with autoimmune hepatitis or animal models**: The title clearly states the study is in ""autoimmune hepatitis types 1 and 2,"" indicating human patients with AIH. ✓

4. **Studies comparing AIH to healthy controls or other liver disease controls**: While not explicitly stated in the title, genetic association studies typically require control groups for comparison. This is likely present but cannot be confirmed from title alone.

5. **Published in English**: The title is in English, suggesting the article is in English. ✓

**Checking Exclusion Criteria:**

1. **Conference abstracts without full text**: Cannot determine from the information provided, but the title suggests a full research article.

2. **Review articles, editorials, commentaries, letters without original data**: The title structure suggests an original research study on genetic polymorphisms. ✗ (not excluded)

3. **Case reports with fewer than 3 patients**: This appears to be a genetic association study, not a case report. ✗ (not excluded)

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury**: This is about genetic polymorphisms in AIH, not drug-induced liver injury. ✗ (not excluded)

5. **Studies on PBC or PSC without AIH comparison**: This study is specifically on AIH types 1 and 2. ✗ (not excluded)

**Overall Assessment:**
The citation meets the key inclusion criteria: it's an original research study examining CTLA-4 genetic variants in patients with autoimmune hepatitis. Although the abstract is not available, the title provides sufficient information to determine relevance. Following the high sensitivity approach recommended for uncertain cases, and given that the title clearly indicates this is directly relevant to the review objectives, this should be included.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T07:30:21.679044
